MolForm,Class,Group,cs.flag.emergent_sed,cs.flag.emergent_water,cs.flag.emergent_overlap,cs.flag.emergent_general.overlap
C22H14O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H16O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H16O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H16O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H16O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H16O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O10,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O11,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O12,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H18O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H20O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H22O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H24O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H26O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H28O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H29O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H29O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H29O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H30O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H31O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H31O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H31O8P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H31O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H32O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H32O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H32O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H33O10P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H33O12P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H33O7P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H33O8P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C22H33O9P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H14O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H14O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H16O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H16O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H16O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H16O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O11,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O15,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O16,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H18O17,ConHC,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O10,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H20O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H22O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H24O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H26O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O15,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H28O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H30O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H31O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H31O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H32O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H32O6,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H32O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H32O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H32O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H33O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H33O11P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H33O12P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H33O8P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H33O9P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H34O7,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H34O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H35O12P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H35O7P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H35O8P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H35O9P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H37O7P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C23H37O8P,Protein,Unsaturated aliphatics,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H16O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H16O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H16O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H16O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H18O12,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H18O13,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H18O14,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H18O15,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H18O16,ConHC,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O11,Lignin,Polyphenols,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H20O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H22O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H24O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O17,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H26O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H27O12N,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O12,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O16,Tannin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H28O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O10,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O11,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O13,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O14,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O15,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O8,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H30O9,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
C24H31O10P,Lignin,Highly unsaturated compounds,In-between,Core,Sed Inbetween - Water Core,Shifter
